title,URL,shared,Embedded link
DE  W014 fea 1 006  audio  M003 ang 1 001,https://www.youtube.com/watch?v=9w76F5vrI0g,https://youtu.be/9w76F5vrI0g,https://www.youtube.com/embed/9w76F5vrI0g
CE  M009 fea 1 004  reenact  M003 neu 1 001,https://www.youtube.com/watch?v=lca3WZ8U5Oc,https://youtu.be/lca3WZ8U5Oc,https://www.youtube.com/embed/lca3WZ8U5Oc
AE  W014 fea 1 006  audio  M003 ang 1 001,https://www.youtube.com/watch?v=TQMiAvto0ms,https://youtu.be/TQMiAvto0ms,https://www.youtube.com/embed/TQMiAvto0ms
DE  M009 sur 1 004  audio  M003 ang 1 001,https://www.youtube.com/watch?v=rfyYTHTJK7Y,https://youtu.be/rfyYTHTJK7Y,https://www.youtube.com/embed/rfyYTHTJK7Y
ED  036 SEN 08  audio  057 SEN 01,https://www.youtube.com/watch?v=xOKKpJ5lrc4,https://youtu.be/xOKKpJ5lrc4,https://www.youtube.com/embed/xOKKpJ5lrc4
AE  M003 con 1 001  audio  W014 hap 1 006,https://www.youtube.com/watch?v=YmJTMRGvWkI,https://youtu.be/YmJTMRGvWkI,https://www.youtube.com/embed/YmJTMRGvWkI
BE  W014 fea 1 006  audio  M003 ang 1 001,https://www.youtube.com/watch?v=uuaEPzx2iso,https://youtu.be/uuaEPzx2iso,https://www.youtube.com/embed/uuaEPzx2iso
BE  M009 sur 1 004  audio  M003 ang 1 001,https://www.youtube.com/watch?v=yAX2PkBq1Ek,https://youtu.be/yAX2PkBq1Ek,https://www.youtube.com/embed/yAX2PkBq1Ek
DE  M003 con 1 001  audio  W011 fea 1 005,https://www.youtube.com/watch?v=E802WsHRH4k,https://youtu.be/E802WsHRH4k,https://www.youtube.com/embed/E802WsHRH4k
CE  036 SEN 08  audio  037 SEN 03,https://www.youtube.com/watch?v=Ok-1Di_ne2c,https://youtu.be/Ok-1Di_ne2c,https://www.youtube.com/embed/Ok-1Di_ne2c
AE  M003 con 1 001  audio  W011 fea 1 005,https://www.youtube.com/watch?v=x1er79jiB-I,https://youtu.be/x1er79jiB-I,https://www.youtube.com/embed/x1er79jiB-I
EB  057 SEN 01  audio  100 SEN 03,https://www.youtube.com/watch?v=wJ6kvI5sA4c,https://youtu.be/wJ6kvI5sA4c,https://www.youtube.com/embed/wJ6kvI5sA4c
CE  M003 con 1 001  audio  M009 sad 1 004,https://www.youtube.com/watch?v=MkcWsmJGhPw,https://youtu.be/MkcWsmJGhPw,https://www.youtube.com/embed/MkcWsmJGhPw
BE  M009 sur 1 004  audio  W014 hap 1 006,https://www.youtube.com/watch?v=9xKUt5tdzYM,https://youtu.be/9xKUt5tdzYM,https://www.youtube.com/embed/9xKUt5tdzYM
EC  037 SEN 03  audio  057 SEN 01,https://www.youtube.com/watch?v=7rYOVpeIUuk,https://youtu.be/7rYOVpeIUuk,https://www.youtube.com/embed/7rYOVpeIUuk
EC  057 SEN 01  audio  100 SEN 03,https://www.youtube.com/watch?v=JKIMMoTkTes,https://youtu.be/JKIMMoTkTes,https://www.youtube.com/embed/JKIMMoTkTes
CE  036 SEN 08  audio  057 SEN 01,https://www.youtube.com/watch?v=2AKQ3OQeXJU,https://youtu.be/2AKQ3OQeXJU,https://www.youtube.com/embed/2AKQ3OQeXJU
CE  036 SEN 08  audio  145 SEN 08,https://www.youtube.com/watch?v=xF9_oJQ4Kts,https://youtu.be/xF9_oJQ4Kts,https://www.youtube.com/embed/xF9_oJQ4Kts
CE  M009 sur 1 004  audio  W014 hap 1 006,https://www.youtube.com/watch?v=ppPYkQ4HBcI,https://youtu.be/ppPYkQ4HBcI,https://www.youtube.com/embed/ppPYkQ4HBcI
DE  M009 sur 1 004  audio  W014 hap 1 006,https://www.youtube.com/watch?v=AAXVsg0pJX4,https://youtu.be/AAXVsg0pJX4,https://www.youtube.com/embed/AAXVsg0pJX4
AE  W014 fea 1 006  audio  W011 fea 1 005,https://www.youtube.com/watch?v=64UBsJ1IQ04,https://youtu.be/64UBsJ1IQ04,https://www.youtube.com/embed/64UBsJ1IQ04
ED  037 SEN 03  audio  145 SEN 08,https://www.youtube.com/watch?v=dTbc3f2Y8zs,https://youtu.be/dTbc3f2Y8zs,https://www.youtube.com/embed/dTbc3f2Y8zs
BE  M003 con 1 001  audio  M009 sad 1 004,https://www.youtube.com/watch?v=olPGHUxRKRU,https://youtu.be/olPGHUxRKRU,https://www.youtube.com/embed/olPGHUxRKRU
BE  W014 fea 1 006  audio  W011 fea 1 005,https://www.youtube.com/watch?v=Nnj6VW1JFy8,https://youtu.be/Nnj6VW1JFy8,https://www.youtube.com/embed/Nnj6VW1JFy8
EC  100 SEN 03  audio  036 SEN 08,https://www.youtube.com/watch?v=6lW7JRyVphU,https://youtu.be/6lW7JRyVphU,https://www.youtube.com/embed/6lW7JRyVphU
ED  057 SEN 01  audio  036 SEN 08,https://www.youtube.com/watch?v=YjTJbS1YixY,https://youtu.be/YjTJbS1YixY,https://www.youtube.com/embed/YjTJbS1YixY
CE  M003 ang 1 001  reenact  M009 neu 1 004,https://www.youtube.com/watch?v=2mvzOSgBib8,https://youtu.be/2mvzOSgBib8,https://www.youtube.com/embed/2mvzOSgBib8
CE  M003 con 1 001  audio  W011 fea 1 005,https://www.youtube.com/watch?v=ZFxOIDcrF2o,https://youtu.be/ZFxOIDcrF2o,https://www.youtube.com/embed/ZFxOIDcrF2o
EC  100 SEN 03  audio  057 SEN 01,https://www.youtube.com/watch?v=7XHYeyoepmI,https://youtu.be/7XHYeyoepmI,https://www.youtube.com/embed/7XHYeyoepmI
CE  M009 sur 1 004  audio  M003 ang 1 001,https://www.youtube.com/watch?v=Jfs79mL_vM4,https://youtu.be/Jfs79mL_vM4,https://www.youtube.com/embed/Jfs79mL_vM4
AE  W011 hap 1 005  audio  W014 hap 1 006,https://www.youtube.com/watch?v=hP9ZljO_1gU,https://youtu.be/hP9ZljO_1gU,https://www.youtube.com/embed/hP9ZljO_1gU
ED  057 SEN 01  audio  037 SEN 03,https://www.youtube.com/watch?v=FGaElOT2ixo,https://youtu.be/FGaElOT2ixo,https://www.youtube.com/embed/FGaElOT2ixo
EB  100 SEN 03  audio  057 SEN 01,https://www.youtube.com/watch?v=U53bne2NJ-E,https://youtu.be/U53bne2NJ-E,https://www.youtube.com/embed/U53bne2NJ-E
BE  W011 hap 1 005  audio  W014 hap 1 006,https://www.youtube.com/watch?v=-n3hZNaRU-M,https://youtu.be/-n3hZNaRU-M,https://www.youtube.com/embed/-n3hZNaRU-M
CE  W014 fea 1 006  audio  M003 ang 1 001,https://www.youtube.com/watch?v=s84bCRMevmo,https://youtu.be/s84bCRMevmo,https://www.youtube.com/embed/s84bCRMevmo
DE  W011 hap 1 005  audio  W014 hap 1 006,https://www.youtube.com/watch?v=yvpJfx3KI-4,https://youtu.be/yvpJfx3KI-4,https://www.youtube.com/embed/yvpJfx3KI-4
ED  100 SEN 03  audio  057 SEN 01,https://www.youtube.com/watch?v=6LIk_P76Raw,https://youtu.be/6LIk_P76Raw,https://www.youtube.com/embed/6LIk_P76Raw
BE  W011 hap 1 005  audio  W011 fea 1 005,https://www.youtube.com/watch?v=eivGElQMGNg,https://youtu.be/eivGElQMGNg,https://www.youtube.com/embed/eivGElQMGNg
EC  100 SEN 03  audio  037 SEN 03,https://www.youtube.com/watch?v=TkMjm01ZPWM,https://youtu.be/TkMjm01ZPWM,https://www.youtube.com/embed/TkMjm01ZPWM
DE  W011 hap 1 005  audio  W011 fea 1 005,https://www.youtube.com/watch?v=dUuRQdQ1_ZY,https://youtu.be/dUuRQdQ1_ZY,https://www.youtube.com/embed/dUuRQdQ1_ZY
AE  M009 sur 1 004  audio  M003 ang 1 001,https://www.youtube.com/watch?v=PuEuR449hmU,https://youtu.be/PuEuR449hmU,https://www.youtube.com/embed/PuEuR449hmU
BE  M003 con 1 001  audio  W011 fea 1 005,https://www.youtube.com/watch?v=hW0hrqPG4c0,https://youtu.be/hW0hrqPG4c0,https://www.youtube.com/embed/hW0hrqPG4c0
EC  037 SEN 03  audio  145 SEN 08,https://www.youtube.com/watch?v=1FQwucKScuI,https://youtu.be/1FQwucKScuI,https://www.youtube.com/embed/1FQwucKScuI
AE  W011 hap 1 005  audio  W011 fea 1 005,https://www.youtube.com/watch?v=2-ghdBWSswM,https://youtu.be/2-ghdBWSswM,https://www.youtube.com/embed/2-ghdBWSswM
EB  100 SEN 03  audio  037 SEN 03,https://www.youtube.com/watch?v=zipJyvCZpzE,https://youtu.be/zipJyvCZpzE,https://www.youtube.com/embed/zipJyvCZpzE
AE  M009 sur 1 004  audio  W014 hap 1 006,https://www.youtube.com/watch?v=R3daQlZ_1NM,https://youtu.be/R3daQlZ_1NM,https://www.youtube.com/embed/R3daQlZ_1NM
ED  036 SEN 08  audio  037 SEN 03,https://www.youtube.com/watch?v=h7HOL01ymcI,https://youtu.be/h7HOL01ymcI,https://www.youtube.com/embed/h7HOL01ymcI
EB  M009 fea 1 004  reenact  W014 neu 1 006,https://www.youtube.com/watch?v=B5OsS15bKiQ,https://youtu.be/B5OsS15bKiQ,https://www.youtube.com/embed/B5OsS15bKiQ
EC  036 SEN 08  reenact  100 SEN 03,https://www.youtube.com/watch?v=0on0B1q6Mdc,https://youtu.be/0on0B1q6Mdc,https://www.youtube.com/embed/0on0B1q6Mdc
BE  057 SEN 01  reenact  100 SEN 03,https://www.youtube.com/watch?v=YH0nvkzh8No,https://youtu.be/YH0nvkzh8No,https://www.youtube.com/embed/YH0nvkzh8No
AE  W014 con 1 006  reenact  W011 neu 1 005,https://www.youtube.com/watch?v=WUzejM2Vp50,https://youtu.be/WUzejM2Vp50,https://www.youtube.com/embed/WUzejM2Vp50
BE  037 SEN 03  reenact  057 SEN 01,https://www.youtube.com/watch?v=bSqHP6wrjvw,https://youtu.be/bSqHP6wrjvw,https://www.youtube.com/embed/bSqHP6wrjvw
CE  W011 hap 1 005  reenact  M009 neu 1 004,https://www.youtube.com/watch?v=o54CBim4Ags,https://youtu.be/o54CBim4Ags,https://www.youtube.com/embed/o54CBim4Ags
AE  W014 con 1 006  reenact  M009 neu 1 004,https://www.youtube.com/watch?v=Z73GlYirkIw,https://youtu.be/Z73GlYirkIw,https://www.youtube.com/embed/Z73GlYirkIw
AE  W011 hap 1 005  reenact  M009 neu 1 004,https://www.youtube.com/watch?v=NufDz5oijKA,https://youtu.be/NufDz5oijKA,https://www.youtube.com/embed/NufDz5oijKA
EC  057 SEN 01  reenact  036 SEN 08,https://www.youtube.com/watch?v=kWkjRGG9ofw,https://youtu.be/kWkjRGG9ofw,https://www.youtube.com/embed/kWkjRGG9ofw
EB  W014 con 1 006  reenact  W011 neu 1 005,https://www.youtube.com/watch?v=dElKjc7cGf8,https://youtu.be/dElKjc7cGf8,https://www.youtube.com/embed/dElKjc7cGf8
EB  M003 ang 1 001  reenact  W014 neu 1 006,https://www.youtube.com/watch?v=Nxl4iaztbS4,https://youtu.be/Nxl4iaztbS4,https://www.youtube.com/embed/Nxl4iaztbS4
EB  W014 con 1 006  reenact  M009 neu 1 004,https://www.youtube.com/watch?v=qjtxeZMiqjg,https://youtu.be/qjtxeZMiqjg,https://www.youtube.com/embed/qjtxeZMiqjg
ED  M009 fea 1 004  reenact  W014 neu 1 006,https://www.youtube.com/watch?v=g2YOwlx5U7Y,https://youtu.be/g2YOwlx5U7Y,https://www.youtube.com/embed/g2YOwlx5U7Y
AE  057 SEN 01  reenact  100 SEN 03,https://www.youtube.com/watch?v=G6-M9K7t2KA,https://youtu.be/G6-M9K7t2KA,https://www.youtube.com/embed/G6-M9K7t2KA
AE  100 SEN 03  reenact  037 SEN 03,https://www.youtube.com/watch?v=ESypPo4TmhU,https://youtu.be/ESypPo4TmhU,https://www.youtube.com/embed/ESypPo4TmhU
CE  W014 con 1 006  reenact  M009 neu 1 004,https://www.youtube.com/watch?v=fuEDCTXfJGA,https://youtu.be/fuEDCTXfJGA,https://www.youtube.com/embed/fuEDCTXfJGA
ED  037 SEN 03  reenact  036 SEN 08,https://www.youtube.com/watch?v=NV2sBU_xEW8,https://youtu.be/NV2sBU_xEW8,https://www.youtube.com/embed/NV2sBU_xEW8
ED  036 SEN 08  reenact  037 SEN 03,https://www.youtube.com/watch?v=RzaYTWjEjVY,https://youtu.be/RzaYTWjEjVY,https://www.youtube.com/embed/RzaYTWjEjVY
BE  057 SEN 01 reenact  036 SEN 08,https://www.youtube.com/watch?v=j46uDK-YLsg,https://youtu.be/j46uDK-YLsg,https://www.youtube.com/embed/j46uDK-YLsg
ED  W014 con 1 006  reenact  W011 neu 1 005,https://www.youtube.com/watch?v=YnNjkRglb7E,https://youtu.be/YnNjkRglb7E,https://www.youtube.com/embed/YnNjkRglb7E
ED  W011 hap 1 005  reenact  M009 neu 1 004,https://www.youtube.com/watch?v=pp4qtIPydbg,https://youtu.be/pp4qtIPydbg,https://www.youtube.com/embed/pp4qtIPydbg
AE  037 SEN 03  reenact  036 SEN 08,https://www.youtube.com/watch?v=Kuf-Nto3MTs,https://youtu.be/Kuf-Nto3MTs,https://www.youtube.com/embed/Kuf-Nto3MTs
EC  036 SEN 08  reenact  037 SEN 03,https://www.youtube.com/watch?v=DlSd01zL2_8,https://youtu.be/DlSd01zL2_8,https://www.youtube.com/embed/DlSd01zL2_8
CE  M009 fea 1 004  reenact  W014 neu 1 006,https://www.youtube.com/watch?v=hothDxZXJ4A,https://youtu.be/hothDxZXJ4A,https://www.youtube.com/embed/hothDxZXJ4A
EB  W011 hap 1 005  reenact  M009 neu 1 004,https://www.youtube.com/watch?v=iE8mRLC5KqM,https://youtu.be/iE8mRLC5KqM,https://www.youtube.com/embed/iE8mRLC5KqM
EC  057 SEN 01  reenact  100 SEN 03,https://www.youtube.com/watch?v=kQYRhNTsd6M,https://youtu.be/kQYRhNTsd6M,https://www.youtube.com/embed/kQYRhNTsd6M
AE  M003 ang 1 001  reenact  W014 neu 1 006,https://www.youtube.com/watch?v=qL4XxtqoKEM,https://youtu.be/qL4XxtqoKEM,https://www.youtube.com/embed/qL4XxtqoKEM
EC  100 SEN 03  reenact  037 SEN 03,https://www.youtube.com/watch?v=HlRFegvUJXk,https://youtu.be/HlRFegvUJXk,https://www.youtube.com/embed/HlRFegvUJXk
EC  100 SEN 03  reenact  057 SEN 01,https://www.youtube.com/watch?v=7xwM7V5AMto,https://youtu.be/7xwM7V5AMto,https://www.youtube.com/embed/7xwM7V5AMto
AE  W011 hap 1 005  reenact  W014 neu 1 006,https://www.youtube.com/watch?v=mErR2VN7I8w,https://youtu.be/mErR2VN7I8w,https://www.youtube.com/embed/mErR2VN7I8w
BE  036 SEN 08  reenact  100 SEN 03,https://www.youtube.com/watch?v=KB2kURY82rY,https://youtu.be/KB2kURY82rY,https://www.youtube.com/embed/KB2kURY82rY
EB  W011 hap 1 005  reenact  W014 neu 1 006,https://www.youtube.com/watch?v=bf8HTeXyfBg,https://youtu.be/bf8HTeXyfBg,https://www.youtube.com/embed/bf8HTeXyfBg
AE  057 SEN 01  reenact  036 SEN 08,https://www.youtube.com/watch?v=ZMz2u3UsXOs,https://youtu.be/ZMz2u3UsXOs,https://www.youtube.com/embed/ZMz2u3UsXOs
EB  M009 fea 1 004  reenact  M003 neu 1 001,https://www.youtube.com/watch?v=RTqoJieLZek,https://youtu.be/RTqoJieLZek,https://www.youtube.com/embed/RTqoJieLZek
AE  M009 fea 1 004  reenact  W014 neu 1 006,https://www.youtube.com/watch?v=T0JVJ_WENyc,https://youtu.be/T0JVJ_WENyc,https://www.youtube.com/embed/T0JVJ_WENyc
ED  M003 ang 1 001  reenact  M009 neu 1 004,https://www.youtube.com/watch?v=xMX9ZyR3HuE,https://youtu.be/xMX9ZyR3HuE,https://www.youtube.com/embed/xMX9ZyR3HuE
BE  036 SEN 08  reenact  037 SEN 03,https://www.youtube.com/watch?v=-FCsjrKXCTA,https://youtu.be/-FCsjrKXCTA,https://www.youtube.com/embed/-FCsjrKXCTA
BE  100 SEN 03  reenact  057 SEN 01,https://www.youtube.com/watch?v=_d7dQsEnOGg,https://youtu.be/_d7dQsEnOGg,https://www.youtube.com/embed/_d7dQsEnOGg
BE  M009 sur 1 004  audio  W014 hap 1 006,,https://youtu.be/9xKUt5tdzYM,https://www.youtube.com/embed/9xKUt5tdzYM
CE  W011 hap 1 005  audio  W014 hap 1 006,,https://youtu.be/hOV-9tR4Xbg,https://www.youtube.com/embed/hOV-9tR4Xbg?si=GEN3_Ui4rKwIVlsG
CE  W011 hap 1 005  audio  W011 fea 1 005,,https://youtu.be/UT-LHRXEOsA,https://www.youtube.com/embed/UT-LHRXEOsA
EB  M003 ang 1 001  reenact  M009 neu 1 004,,https://youtu.be/loN1Dq8L-ro,https://www.youtube.com/embed/loN1Dq8L-ro?si=HvRMVfJwPIjBVt6R
EC  037 SEN 03  reenact  057 SEN 01,,https://youtu.be/Of_oTr7VAnk,https://www.youtube.com/embed/Of_oTr7VAnk?si=VmSBf8lBja4arNqr
BE  100 SEN 03  reenact  037 SEN 03,,https://youtu.be/Ilkw1xfxMss,https://www.youtube.com/embed/Ilkw1xfxMss?si=PCIEIJaZDhKZID43
CE  W011 hap 1 005  reenact  W014 neu 1 006,,https://youtu.be/F2yIWn8pqFc,https://www.youtube.com/embed/F2yIWn8pqFc?si=m7Elt5r9gj7BNxYm
EC  037 SEN 03  reenact  036 SEN 08,,https://youtu.be/81K6bcICjPk,https://www.youtube.com/embed/81K6bcICjPk?si=FtTYTcd2G9E4StiW
BE  037 SEN 03  reenact  036 SEN 08,,https://youtu.be/6ehsDm2gjLs,https://www.youtube.com/embed/6ehsDm2gjLs?si=5Mkr8rJThYntQ1BG
AE  037 SEN 03  reenact  057 SEN 01,,https://youtu.be/j1vzDb2VuEg,https://www.youtube.com/embed/j1vzDb2VuEg?si=hFZ3FKDVQELmtODH
ED  100 SEN 03  reenact  037 SEN 03,,https://youtu.be/ag-dRRnM14s,https://www.youtube.com/embed/ag-dRRnM14s?si=qdtpjkv4EEL4gBou
ED  036 SEN 08  reenact  100 SEN 03,,https://youtu.be/mOWzqjVmr3c,https://www.youtube.com/embed/mOWzqjVmr3c?si=f9OSz4NRr6FQU1Y1
ED  W014 con 1 006  reenact  M009 neu 1 004,,https://youtu.be/kxZEEp27rnI,https://www.youtube.com/embed/kxZEEp27rnI?si=de5VNy5hGQcoRr8g
AE  100 SEN 03  reenact  057 SEN 01,,https://youtu.be/fCKknSzc0Iw,https://www.youtube.com/embed/fCKknSzc0Iw?si=7pwFd_9IqiBTBm-6
ED  100 SEN 03  reenact  057 SEN 01,,https://youtu.be/eAK96CwGj2A,https://www.youtube.com/embed/eAK96CwGj2A?si=3eulHAx6PQOj13lX
ED  057 SEN 01  reenact  100 SEN 03,,https://youtu.be/OBa0sV9e_FY,https://www.youtube.com/embed/OBa0sV9e_FY?si=0CDfI_1EwvMo1HUH
ED  037 SEN 03  reenact  057 SEN 01,,https://youtu.be/UWaXOuXDvKs,https://www.youtube.com/embed/UWaXOuXDvKs?si=KYyFBrJdEy7qZ26f
AE  036 SEN 08  reenact  037 SEN 03,,https://youtu.be/MgX0BKajbzU,https://www.youtube.com/embed/MgX0BKajbzU?si=Hy16py6cssjU3y9m
AE  M009 fea 1 004  reenact  M003 neu 1 001,,https://youtu.be/IG34jjAPBvM,https://www.youtube.com/embed/IG34jjAPBvM?si=M8xmHfk7oAWJuDuS
ED  W011 hap 1 005  reenact  W014 neu 1 006,,https://youtu.be/FPSgm5559bk,https://www.youtube.com/embed/FPSgm5559bk?si=mQPpy4jsEykwzIp_
AE  M003 ang 1 001  reenact  W011 neu 1 005,,https://youtu.be/FDNseD6g170,https://www.youtube.com/embed/FDNseD6g170?si=wGL9V0s6LeTiyn3d
ED  M009 fea 1 004  reenact  M003 neu 1 001,,https://youtu.be/Eb5tXOZWB7Q,https://www.youtube.com/embed/Eb5tXOZWB7Q?si=eojYi-yeyuyTB7Gk
ED  M003 ang 1 001  reenact  W014 neu 1 006,,https://youtu.be/ETPDqLLwVrI,https://www.youtube.com/embed/ETPDqLLwVrI?si=CE0AjmBse7Wr5tVB
AE  036 SEN 08  reenact  100 SEN 03,,https://youtu.be/2xhIfffw28g,https://www.youtube.com/embed/2xhIfffw28g?si=7aHtBQ7-FIlEBTUW
